x_usteps,y_usteps,distance_mm
37000,5000,327.4699858090157
38000,5000,328.9913805594567
39000,5000,330.1371436984088
40000,5000,330.8924299564864
41000,5000,331.24745334251617
42000,5000,331.1976139373484
43000,5000,330.7435574934695
44000,5000,329.89116706820295
45000,5000,328.6514867989056
46000,5000,327.0405788077772
47000,5000,325.07931509032096
48000,5000,322.7931070838857
49000,5000,320.21157642018
50000,5000,317.36817112770757
51000,5000,314.2997322568605
52000,5000,311.046016542764
53000,5000,307.64918129056946
54000,5000,304.1532381573669
55000,5000,300.60348290787863
56000,5000,297.0459085324012
57000,5000,293.5266093310289
58000,5000,290.09118368523957
59000,5000,286.78414325493276
60000,5000,283.64833625575466
0,6000,300.0
1000,6000,296.8581479371142
2000,6000,293.75700379950365
3000,6000,290.73674807348505
4000,6000,287.8365132013077
5000,6000,285.09387655520123
6000,6000,282.54437355994446
7000,6000,280.221037272264
8000,6000,278.15397038257794
9000,6000,276.3699551845143
10000,6000,274.8921065656997
11000,6000,273.73957251589883
12000,6000,272.92728603292255
13000,6000,272.46577164077416
14000,6000,272.36100902691607
15000,6000,272.61435556546115
16000,6000,273.22252873013076
17000,6000,274.177648624849
18000,6000,275.4673400809175
19000,6000,277.0748929979335
20000,6000,278.9794788509657
21000,6000,281.1564205587787
22000,6000,283.5775122165124
23000,6000,286.2113845501479
24000,6000,289.02391135768835
25000,6000,291.97865167093266
26000,6000,295.03732190889997
27000,6000,298.16029190537097
28000,6000,301.30709838368307
29000,6000,304.4369692258591
30000,6000,307.50935174328913
31000,6000,310.4844381043398
32000,6000,313.32368111110065
33000,6000,315.9902936425221
34000,6000,318.4497252928261
35000,6000,320.67011002954627
36000,6000,322.62267907104194
37000,6000,324.2821336339697
38000,6000,325.6269727211491
39000,6000,326.63977170278457
40000,6000,327.3074080815599
41000,6000,327.62123151644244
42000,6000,327.57717590225553
43000,6000,327.17581205284233
44000,6000,326.4223403052215
45000,6000,325.3265231405619
46000,6000,323.90255869498253
47000,6000,322.16889679905614
48000,6000,320.147999929532
49000,6000,317.86605217054483
50000,6000,315.3526199552034
51000,6000,312.6402689832156
52000,6000,309.7641422780206
53000,6000,306.7615048503996
54000,6000,303.6712608682086
55000,6000,300.53344958809976
56000,6000,297.3887265802787
57000,6000,294.27783696789317
58000,6000,291.24108750611356
59000,6000,288.3178243410013
60000,6000,285.5459232146677
0,7000,300.0
1000,7000,297.32747092013113
2000,7000,294.6895689047777
3000,7000,292.12047236717325
4000,7000,289.65346823101277
5000,7000,287.32052064292645
6000,7000,285.15185682373374
7000,7000,283.1755754244633
8000,7000,281.4172824615394
9000,7000,279.89975954819965
10000,7000,278.64266872075996
11000,7000,277.6622976841929
12000,7000,276.97134877778745
13000,7000,276.5787743951917
14000,7000,276.4896609912456
15000,7000,276.70516317848865
16000,7000,277.22248876723154
17000,7000,278.0349349430235
18000,7000,279.13197511277474
19000,7000,280.49939529429884
20000,7000,282.119478282121
21000,7000,283.97123320337784
22000,7000,286.0306674895288
23000,7000,288.27109774003446
24000,7000,290.6634954502432
25000,7000,293.1768631240073
26000,7000,295.7786358978625
27000,7000,298.43510347306096
28000,7000,301.11184688862596
29000,7000,303.7741844763054
30000,7000,306.38762121933604
31000,7000,308.91829569282675
32000,7000,311.33341879490337
33000,7000,313.60169858412445
34000,7000,315.6937457186894
35000,7000,317.58245424430066
36000,7000,319.2433527969384
37000,7000,320.65492167013093
38000,7000,321.7988716385868
39000,7000,322.6603809255633
40000,7000,323.22828724366553
41000,7000,323.495232420867
42000,7000,323.4577577378809
43000,7000,323.116348741628
44000,7000,322.47542895416774
45000,7000,321.54330255860407
46000,7000,320.33204680456487
47000,7000,318.85735552732245
48000,7000,317.138335808024
49000,7000,315.1972604096384
50000,7000,313.0592791962233
51000,7000,310.7520932745572
52000,7000,308.3055960801727
53000,7000,305.75148605812126
54000,7000,303.12285595683335
55000,7000,300.4537640564563
56000,7000,297.77879288712154
57000,7000,295.1326011546802
58000,7000,292.5494746794547
59000,7000,290.0628821663444
60000,7000,287.7050415620215
0,8000,300.0
1000,8000,297.84515051915946
2000,8000,295.71822070159067
3000,8000,293.646768464836
4000,8000,291.6576329219974
5000,8000,289.77658663633343
6000,8000,288.02800169478644
7000,8000,286.43453392701133
8000,8000,285.0168293613764
9000,8000,283.79325672128584
10000,8000,282.7796694277808
11000,8000,281.9892001920704
12000,8000,281.43209085938986
13000,8000,281.1155597088404
14000,8000,281.04370792856395
15000,8000,281.2174664780213
16000,8000,281.6345840258621
17000,8000,282.2896561196716
18000,8000,283.1741952096506
19000,8000,284.2767406189573
20000,8000,285.5830070358595
21000,8000,287.07606960373624
22000,8000,288.7365832107783
23000,8000,290.54303313812517
24000,8000,292.47201381887436
25000,8000,294.49853209617515
26000,8000,296.5963310511942
27000,8000,298.73823020522224
28000,8000,300.896477688036
29000,8000,303.0431098095899
30000,8000,305.15031337618524
31000,8000,307.19078605670904
32000,8000,309.1380901297975
33000,8000,310.9669950285401
34000,8000,312.6538042444879
35000,8000,314.1766623553797
36000,8000,315.5158381985312
37000,8000,316.6539805209036
38000,8000,317.57634279348014
39000,8000,318.27097427710527
40000,8000,318.72887486421087
41000,8000,318.94411169019656
42000,8000,318.91389600357013
43000,8000,318.6386192988669
44000,8000,318.121848244186
45000,8000,317.3702784690662
46000,8000,316.39364781145537
47000,8000,315.2046101478046
48000,8000,313.81857144102776
49000,8000,312.25349013059764
50000,8000,310.52964445105863
51000,8000,308.6693696937307
52000,8000,306.6967688158177
53000,8000,304.6374001464607
54000,8000,302.51794623602467
55000,8000,300.365868139226
56000,8000,298.20904961144134
57000,8000,296.0754358282245
58000,8000,293.99267130902297
59000,8000,291.98774173639487
60000,8000,290.08662431155494
0,9000,300.0
1000,9000,298.4018198637782
2000,9000,296.82434681250487
3000,9000,295.28801963636164
4000,9000,293.8127440122018
5000,9000,292.41763459236
6000,9000,291.1207673425014
7000,9000,289.93894533738643
8000,9000,288.88748104905716
9000,9000,287.9799979482633
10000,9000,287.22825398971327
11000,9000,286.6419892681913
12000,9000,286.2287998194106
13000,9000,285.9940392007217
14000,9000,285.9407491268623
15000,9000,286.06962005947753
16000,9000,286.3789822610401
17000,9000,286.86482742907987
18000,9000,287.52086063041736
19000,9000,288.33858186250507
20000,9000,289.30739618511495
21000,9000,290.4147509954315
22000,9000,291.6462986679239
23000,9000,292.98608245172625
24000,9000,294.4167432169164
25000,9000,295.91974437095024
26000,9000,297.4756120310851
27000,9000,299.064187340959
28000,9000,300.6648876621426
29000,9000,302.2569732564945
30000,9000,303.819816004005
31000,9000,305.33316667443995
32000,9000,306.77741728983784
33000,9000,308.1338551785153
34000,9000,309.3849054288892
35000,9000,310.5143586017216
36000,9000,311.50758075039715
37000,9000,312.35170302806983
38000,9000,313.0357884250031
39000,9000,313.5509734757431
40000,9000,313.89058310007334
41000,9000,314.0502170897939
42000,9000,314.0278071207459
43000,9000,313.8236435513955
44000,9000,313.44037166075594
45000,9000,312.8829573743935
46000,9000,312.15862292259226
47000,9000,311.2767532643343
48000,9000,310.2487744895285
49000,9000,309.088005774989
50000,9000,307.80948681232053
51000,9000,306.42978294366947
52000,9000,304.9667705301321
53000,9000,303.43940533372876
54000,9000,301.86747691394174
55000,9000,300.27135222101884
56000,9000,298.6717117082179
57000,9000,297.08928138209785
58000,9000,295.54456426259077
59000,9000,294.0575747322371
60000,9000,292.64757921653216
0,10000,300.0
1000,10000,298.9874066049358
2000,10000,297.9879330434715
3000,10000,297.0145291599156
4000,10000,296.07980702248807
5000,10000,295.19587751297524
6000,10000,294.3741934100891
7000,10000,293.6254009996478
8000,10000,292.9592021342151
9000,10000,292.3842285294445
10000,10000,291.90792992582976
11000,10000,291.53647756491154
12000,10000,291.27468423056644
13000,10000,291.1259418913784
14000,10000,291.09217775203666
15000,10000,291.1738292831904
16000,10000,291.36983855328765
17000,10000,291.67766593584037
18000,10000,292.0933230145146
19000,10000,292.6114242597054
20000,10000,293.22525680704115
21000,10000,293.9268674337192
22000,10000,294.7071656057517
23000,10000,295.5560412609701
24000,10000,296.4624958017166
25000,10000,297.41478459999087
26000,10000,298.40056916866354
27000,10000,299.4070770271225
28000,10000,300.4212671900283
29000,10000,301.4299991349947
30000,10000,302.4202030599379
31000,10000,303.3790492241263
32000,10000,304.2941141788357
33000,10000,305.153541733815
34000,10000,305.9461965739739
35000,10000,306.66180853593215
36000,10000,307.29110567508815
37000,10000,307.8259343991008
38000,10000,308.2593651112557
39000,10000,308.5857819949297
40000,10000,308.80095577584655
41000,10000,308.9020985193678
42000,10000,308.8878997528288
43000,10000,308.75854344489363
44000,10000,308.5157056219353
45000,10000,308.1625326523229
46000,10000,307.7036004799801
47000,10000,307.14485533541176
48000,10000,306.4935366923861
49000,10000,305.75808346849703
50000,10000,304.94802468493396
51000,10000,304.07385600214496
52000,10000,303.14690373107805
53000,10000,302.17917808196245
54000,10000,301.18321755203556
55000,10000,300.17192646843256
56000,10000,299.15840779113967
57000,10000,298.1557933423288
58000,10000,297.1770736617343
59000,10000,296.2349296925787
60000,10000,295.341568478837
0,11000,300.0
1000,11000,299.59131516356194
2000,11000,299.18792551972047
3000,11000,298.7950576530345
4000,11000,298.417801820919
5000,11000,298.0610460008842
6000,11000,297.729412558647
7000,11000,297.4271983576865
8000,11000,297.15831908622204
9000,11000,296.92625852295225
10000,11000,296.7340233989007
11000,11000,296.58410444020876
12000,11000,296.47844409663065
13000,11000,296.41841137386274
14000,11000,296.4047840957948
15000,11000,296.4377388265062
16000,11000,296.5168485825845
17000,11000,296.6410883654064
18000,11000,296.8088484417019
19000,11000,297.0179552003291
20000,11000,297.2656993150261
21000,11000,297.5488708482445
22000,11000,297.86380084123516
23000,11000,298.2064088515187
24000,11000,298.57225582181223
25000,11000,298.9566015954086
26000,11000,299.3544663327996
27000,11000,299.76069503378955
28000,11000,300.17002432910647
29000,11000,300.57715067611593
30000,11000,300.97679907504715
31000,11000,301.36379141539885
32000,11000,301.73311356698355
33000,11000,302.0799803463336
34000,11000,302.39989751672124
35000,11000,302.6887200184792
36000,11000,302.942705675151
37000,11000,303.1585636796184
38000,11000,303.3334972319877
39000,11000,303.4652397767892
40000,11000,303.5520843699777
41000,11000,303.59290579523525
42000,11000,303.5871751430219
43000,11000,303.5349666634798
44000,11000,303.4369568043987
45000,11000,303.2944154467087
46000,11000,303.109189451058
47000,11000,302.8836787286579
48000,11000,302.6208051464368
49000,11000,302.32397466938846
50000,11000,301.997033230624
51000,11000,301.6442169009044
52000,11000,301.2700970032896
53000,11000,300.87952088403625
54000,11000,300.4775491071553
55000,11000,300.06938988637813
56000,11000,299.6603316040751
57000,11000,299.2556742914559
58000,11000,298.8606609578393
59000,11000,298.4804096587371
60000,11000,298.11984718292223
0,12000,300.0
1000,12000,300.2026184464791
2000,12000,300.4026116335846
3000,12000,300.5973883165496
4000,12000,300.7844248391048
5000,12000,300.9612978316481
6000,12000,301.12571561003267
7000,12000,301.2755478681518
8000,12000,301.4088532796014
9000,12000,301.52390465079634
10000,12000,301.6192112996398
11000,12000,301.69353836979167
12000,12000,301.745922830289
13000,12000,301.7756859532156
14000,12000,301.7824421077525
15000,12000,301.7661037566674
16000,12000,301.72688259050517
17000,12000,301.66528678478437
18000,12000,301.5821144157372
19000,12000,301.478443119903
20000,12000,301.3556161315523
21000,12000,301.2152248788504
22000,12000,301.05908836425493
23000,12000,300.88922959631043
24000,12000,300.7078493782039
25000,12000,300.51729779269454
26000,12000,300.3200437528784
27000,12000,300.11864301330803
28000,12000,299.91570505593637
29000,12000,299.71385927993265
30000,12000,299.5157209334379
31000,12000,299.3238572286702
32000,12000,299.14075407941556
33000,12000,298.96878389187526
34000,12000,298.81017482619296
35000,12000,298.66698192692996
36000,12000,298.54106049654035
37000,12000,298.4340420568388
38000,12000,298.34731320991835
39000,12000,298.2819976724114
40000,12000,298.2389417158696
41000,12000,298.2187032019066
42000,12000,298.2215443541717
43000,12000,298.2474283608064
44000,12000,298.2960198514028
45000,12000,298.3666892422857
46000,12000,298.45852089381793
47000,12000,298.57032497403617
48000,12000,298.70065287490536
49000,12000,298.84781598144826
50000,12000,299.00990755056415
51000,12000,299.1848274160608
52000,12000,299.37030919980475
53000,12000,299.5639496764241
54000,12000,299.76323991109473
55000,12000,299.9655977669692
56000,12000,300.16840136105907
57000,12000,300.36902303509504
58000,12000,300.5648634012156
59000,12000,300.7533850213649
60000,12000,300.9321452840284
0,13000,300.0
1000,13000,300.8102555607147
2000,13000,301.61001291140576
3000,13000,302.3889098638419
4000,13000,303.13685451098803
5000,13000,303.8441559844656
6000,13000,304.50165001588994
7000,13000,305.10081767522723
8000,13000,305.63389574771895
9000,13000,306.0939773192564
10000,13000,306.4751012669541
11000,13000,306.7723294954234
12000,13000,306.9818109180211
13000,13000,307.10083135408985
14000,13000,307.1278486956879
15000,13000,307.06251288816566
16000,13000,306.9056704657066
17000,13000,306.65935358306706
18000,13000,306.3267536856276
19000,13000,305.9121801589037
20000,13000,305.4210044932804
21000,13000,304.8595906874097
22000,13000,304.235212792011
23000,13000,303.55596066243095
24000,13000,302.8306351410963
25000,13000,302.0686340279455
26000,13000,301.2798303162809
27000,13000,300.4744442717
28000,13000,299.66291101153644
29000,13000,298.8557453005377
30000,13000,298.0634053145793
31000,13000,297.2961571375809
32000,13000,296.5639417472944
33000,13000,295.87624621338335
34000,13000,295.2419807766377
35000,13000,294.66936340196696
36000,13000,294.1658133009803
37000,13000,293.73785480374585
38000,13000,293.3910328252302
39000,13000,293.1298410216917
40000,13000,292.9576635678808
41000,13000,292.8767313094209
42000,13000,292.8880928584885
43000,13000,292.9916010072962
44000,13000,293.1859146354148
45000,13000,293.46851608622165
46000,13000,293.83574378733465
47000,13000,294.2828396923797
48000,13000,294.8040109294044
49000,13000,295.3925048571807
50000,13000,296.0406965569164
51000,13000,296.7401876257748
52000,13000,297.481914992169
53000,13000,298.2562683429456
54000,13000,299.0532146409949
55000,13000,299.8624281199536
56000,13000,300.6734240717026
57000,13000,301.4756946932193
58000,13000,302.258845232664
59000,13000,303.0127286706986
60000,13000,303.7275771920196
0,14000,300.0
1000,14000,301.40323194878056
2000,14000,302.788282691008
3000,14000,304.1372065879352
4000,14000,305.4325260842545
5000,14000,306.6574581589296
6000,14000,307.7961317771808
7000,14000,308.8337935261684
8000,14000,309.7569987700238
9000,14000,310.5537858474948
10000,14000,311.21383105518584
11000,14000,311.7285824083264
12000,14000,312.0913704459745
13000,14000,312.2974946449891
14000,14000,312.3442843231347
15000,14000,312.23113324221686
16000,14000,311.9595074629077
17000,14000,311.53292634948843
18000,14000,310.95691697062466
19000,14000,310.2389424869883
20000,14000,309.38830545358337
21000,14000,308.41602728965535
22000,14000,307.33470547785186
23000,14000,306.15835034285806
24000,14000,304.90220352431
25000,14000,303.5825404959731
26000,14000,302.2164596898775
27000,14000,300.821660957659
28000,14000,299.4162162395072
29000,14000,298.01833541208714
30000,14000,296.6461303492641
31000,14000,295.3173802526179
32000,14000,294.04930129228035
33000,14000,292.858323542783
34000,14000,291.75987810408253
35000,14000,290.7681971659645
36000,14000,289.8961296063258
37000,14000,289.1549745125653
38000,14000,288.5543347830913
39000,14000,288.10199270578227
40000,14000,287.80380912548816
41000,14000,287.66364750702587
42000,14000,287.6833238775592
43000,14000,287.86258329694283
44000,14000,288.1991031608965
45000,14000,288.68852329421117
46000,14000,289.32450244407903
47000,14000,290.09880044158336
48000,14000,291.00138496680836
49000,14000,292.0205615342493
50000,14000,293.1431250143458
51000,14000,294.3545307279246
52000,14000,295.639082896738
53000,14000,296.9801380084074
54000,14000,298.360320460841
55000,14000,299.76174769209285
56000,14000,301.1662618787305
57000,14000,302.5556652006741
58000,14000,303.9119556242587
59000,14000,305.2175601485568
60000,14000,306.4555624928682
0,15000,300.0
1000,15000,301.9708183236813
2000,15000,303.91610141417993
3000,15000,305.81064488978006
4000,15000,307.6299017849684
5000,15000,309.3503005972479
6000,15000,310.9495506952036
7000,15000,312.4069311307511
8000,15000,313.70355911352334
9000,15000,314.82263466886326
10000,15000,315.74965830947093
11000,15000,316.4726189004059
12000,15000,316.98214928334124
13000,15000,317.2716476436979
14000,15000,317.3373630481459
15000,15000,317.1784440441915
16000,15000,316.79694969216234
17000,15000,316.19782288665186
18000,15000,315.3888263130893
19000,15000,314.38044186922326
20000,15000,313.18573485468215
21000,15000,311.82018468826107
22000,15000,310.3014843462752
23000,15000,308.64931112058923
24000,15000,306.8850716665347
25000,15000,305.03162464404403
26000,15000,303.1129845456468
27000,15000,301.1540105487301
28000,15000,299.1800844235006
29000,15000,297.216781669885
30000,15000,295.28954014434106
31000,15000,293.42333047006775
32000,15000,291.6423325010008
33000,15000,289.9696220315407
34000,15000,288.4268718112109
35000,15000,287.03407073809757
36000,15000,285.8092648693903
37000,15000,284.7683236046604
38000,15000,283.924734071364
39000,15000,283.28942637664727
40000,15000,282.87063198960726
41000,15000,282.6737770889029
42000,15000,282.701412257575
43000,15000,282.9531794359953
44000,15000,283.4258165611257
45000,15000,284.1131998319765
46000,15000,285.0064230536456
47000,15000,286.0939130319043
48000,15000,287.3615795232
49000,15000,288.79299779722425
50000,15000,290.3696214466446
51000,15000,292.07102268669485
52000,15000,293.8751570311431
53000,15000,295.758648915319
54000,15000,297.6970945654793
55000,15000,299.6653781903335
56000,15000,301.637997397943
57000,15000,303.58939362167484
58000,15000,305.4942832739927
59000,15000,307.32798533743556
60000,15000,309.0667411482975
0,16000,300.0
1000,16000,302.50274480413077
2000,16000,304.9730623817625
3000,16000,307.3789456551131
4000,16000,309.68922240010846
5000,16000,311.8739591344526
6000,16000,313.9048489557365
7000,16000,315.75557830449515
8000,16000,317.4021679001876
9000,16000,318.8232834327066
10000,16000,320.00051198389207
11000,16000,320.91860059754674
12000,16000,321.5656539068828
13000,16000,321.93328825880707
14000,16000,322.01674033810696
15000,16000,321.81492888413106
16000,16000,321.33046870032126
17000,16000,320.56963677508026
18000,16000,319.542290952934
19000,16000,318.261742209741
20000,16000,316.7445821868343
21000,16000,315.01046821868005
22000,16000,313.0818686393759
23000,16000,310.98377166796877
24000,16000,308.7433616444666
25000,16000,306.3896668114465
26000,16000,303.95318320483426
27000,16000,301.46547952697716
28000,16000,298.9587881215369
29000,16000,296.46558734980437
30000,16000,294.01818077944614
31000,16000,291.6482786379937
32000,16000,289.386586954042
33000,16000,287.2624097095173
34000,16000,285.3032691577947
35000,16000,283.5345492270754
